idx1,idx2,Person_ID_1,FirstName_1,LastName_1,DateOfBirth_1,blocking_key_1,Person_ID_2,FirstName_2,LastName_2,DateOfBirth_2,blocking_key_2,FirstName_sim,LastName_sim,DateOfBirth_eq,match_predito,match_verdadeiro
24428,24426,47525,michael,gardner,1977-08-25,M2G61977,47525,michael,gardner,1977-08-25,M2G61977,1.0,1.0,1,1,1
24428,24427,47525,michael,gardner,1977-08-25,M2G61977,47525,michael,gardner,1977-08-24,M2G61977,1.0,1.0,0,1,1
24433,24432,57874,samid,saudi,1974-11-13,S5S31974,57874,samid,saudi,1974-11-19,S5S31974,1.0,1.0,0,1,1
24446,24445,57844,darryl,st,1960-11-16,D6S31960,57844,darryl,stringer,1960-11-16,D6S31960,1.0,0.8,1,1,1
24459,9400,42277,pedro,previlus,1990-04-02,P3P61990,53628,pedro,previlus,1990-04-02,P3P61990,1.0,1.0,1,1,0
24461,9400,42277,pedro,prgvf,1990-04-02,P3P61990,53628,pedro,previlus,1990-04-02,P3P61990,1.0,0.6583333333333333,1,1,0
24461,24459,42277,pedro,prgvf,1990-04-02,P3P61990,42277,pedro,previlus,1990-04-02,P3P61990,1.0,0.6583333333333333,1,1,1
24465,12049,57863,mark,asbell,1980-11-13,M6A21980,54287,mario,ak,1980-01-19,M6A21980,0.8483333333333334,0.5555555555555555,0,0,0
24470,24469,57866,alex,ramirez,1970-03-27,A4R51970,57866,alex,ramirez,1970-03-29,A4R51970,1.0,1.0,0,1,1
24505,4427,57870,stephen,smith,1993-05-30,S3S51993,52153,setx,san,1993-02-11,S3S51993,0.6150793650793651,0.5111111111111111,0,0,0
24526,3676,57880,mefsr,jead,1982-10-06,M1J31982,51892,mabim,jtel,1982-02-12,M1J31982,0.4666666666666666,0.6666666666666666,0,0,0
24568,11600,19078,eyzzaquirre,walquer,1989-12-13,E2W41989,30613,ekby,wells,1989-08-08,E2W41989,0.5606060606060607,0.5619047619047619,0,0,0
24580,24579,57943,dijohn,frazier,1990-02-04,D2F61990,57943,dijohn,frazier,1990-05-05,D2F61990,1.0,1.0,0,1,1
24589,7768,57924,mnc,mayweather,1985-05-15,M2M31985,53079,michael,mitchell,1985-05-14,M2M31985,0.6507936507936508,0.5499999999999999,0,0,0
24596,11145,57907,b,scunziano,1954-10-30,B0S51954,54067,b,sims,1954-02-01,B0S51954,1.0,0.4537037037037037,0,0,0
24601,24600,41977,richard,lindo,1969-02-05,R2L51969,41977,riqe,lindo,1969-02-05,R2L51969,0.5952380952380952,1.0,1,1,1
24604,24603,48206,vanessa,gause,1962-02-25,V5G21962,48206,vanessa,gause,1962-02-25,V5G21962,1.0,1.0,1,1,1
24670,23182,57942,s,clmmr,1994-07-03,S0C41994,57511,s,click,1994-05-25,S0C41994,1.0,0.6,0,0,0
24677,24676,57925,luis,salazarquinones,1988-01-27,L2S41988,57925,luis,salazarquinones,1988-01-21,L2S41988,1.0,1.0,0,1,1
24686,21854,57913,tonya,hkq,1975-12-29,T5H21975,57071,tawanna,hawkins,1975-12-05,T5H21975,0.565079365079365,0.6507936507936508,0,0,0
24690,11600,19078,eyzim,whl,1989-12-13,E2W41989,30613,ekby,wells,1989-08-08,E2W41989,0.4833333333333333,0.6888888888888888,0,0,0
24690,24568,19078,eyzim,whl,1989-12-13,E2W41989,19078,eyzzaquirre,walquer,1989-12-13,E2W41989,0.8048484848484848,0.6507936507936508,1,1,1
24707,15028,57920,jose,mwnt,1962-12-02,J2M31962,55088,joseph,md,1962-11-15,J2M31962,0.9333333333333332,0.5833333333333334,0,0,0
24713,24711,57902,alyza,rio,1991-04-25,A4R01991,57902,alyza,r,1991-04-26,A4R01991,1.0,0.7999999999999999,0,1,1
24724,7140,52906,mermvog,brown,1995-12-15,M6B61995,52906,myrma,brown,1995-12-15,M6B61995,0.6761904761904761,1.0,1,1,1
24746,7603,27745,reginald,johnson,1972-07-18,R2J51972,53036,roscoe,jinglmqad,1972-07-16,R2J51972,0.4305555555555555,0.5026455026455027,0,0,0
24750,6739,38662,raymond,rgk,1968-06-09,R5R21968,52790,rma,reyes,1968-11-05,R5R21968,0.6984126984126985,0.5111111111111111,0,0,0
24768,20921,57961,a,pierre,1990-07-02,A0P61990,56812,ay,perez,1990-01-06,A0P61990,0.8500000000000001,0.8400000000000001,0,0,0
24796,19308,57957,james,barona,1987-07-24,J5B61987,56397,james,bryant,1987-04-22,J5B61987,1.0,0.6944444444444443,0,0,0
24796,19310,57957,james,barona,1987-07-24,J5B61987,56397,james,bryant,1987-04-29,J5B61987,1.0,0.6944444444444443,0,0,0
24841,24840,57981,tara,leconte,1995-01-08,T6L21995,57981,tara,laqonm,1995-01-08,T6L21995,1.0,0.6428571428571429,1,1,1
24847,11079,57992,mj,massaro,1981-03-30,M2M21981,54042,michael,mxs,1981-07-01,M2M21981,0.5476190476190476,0.6507936507936508,0,0,0
24849,22416,57976,jarrod,turbe,1974-12-02,J6T61974,57247,jermaine,tramun,1974-09-03,J6T61974,0.5138888888888888,0.5777777777777778,0,0,0
24849,22417,57976,jarrod,turbe,1974-12-02,J6T61974,57247,jermaine,tramun,1974-01-03,J6T61974,0.5138888888888888,0.5777777777777778,0,0,0
24853,7603,57988,reginald,jn,1972-07-14,R2J51972,53036,roscoe,jinglmqad,1972-07-16,R2J51972,0.4305555555555555,0.7666666666666667,0,0,0
24853,24746,57988,reginald,jn,1972-07-14,R2J51972,27745,reginald,johnson,1972-07-18,R2J51972,1.0,0.7857142857142857,0,1,0
24860,24858,57982,tishawna,stewart,1995-05-11,T2S31995,57982,tishawna,stewart,1995-05-16,T2S31995,1.0,1.0,0,1,1
24871,20933,57990,sui,clarke,1993-01-25,S0C41993,40374,sa,ceilaf,1993-10-19,S0C41993,0.611111111111111,0.6666666666666666,0,0,0
24887,15150,33123,krista,roaches,1993-03-22,K6R21993,54248,krancist,rousseau,1993-04-28,K6R21993,0.8444444444444443,0.6071428571428571,0,0,0
24904,24903,57989,alxz,jackson,1991-09-02,A4J21991,57989,alicia,jackson,1991-09-02,A4J21991,0.611111111111111,1.0,1,1,1
24905,24903,57989,alicia,jackson,1991-07-02,A4J21991,57989,alicia,jackson,1991-09-02,A4J21991,1.0,1.0,0,1,1
24905,24904,57989,alicia,jackson,1991-07-02,A4J21991,57989,alxz,jackson,1991-09-02,A4J21991,0.611111111111111,1.0,0,0,1
24923,24921,58004,saul,carrion,1977-11-19,S4C61977,58004,saul,carrion,1977-11-19,S4C61977,1.0,1.0,1,1,1
24928,24927,58007,virgini,ocio,1986-03-12,V6O21986,58007,vurqih,ocio,1986-03-12,V6O21986,0.6428571428571429,1.0,1,1,1
24929,24927,58007,virgini,ocio,1986-03-12,V6O21986,58007,vurqih,ocio,1986-03-12,V6O21986,0.6428571428571429,1.0,1,1,1
24929,24928,58007,virgini,ocio,1986-03-12,V6O21986,58007,virgini,ocio,1986-03-12,V6O21986,1.0,1.0,1,1,1
24979,1306,58009,brian,schunk,1987-04-13,B6S51987,12229,brain,semil,1987-10-08,B6S51987,0.9466666666666664,0.4555555555555555,0,0,0
24979,1307,58009,brian,schunk,1987-04-13,B6S51987,12229,brain,semil,1987-10-08,B6S51987,0.9466666666666664,0.4555555555555555,0,0,0
25015,25014,22874,richard,harris,1987-12-06,R2H61987,22874,rgmlar,harris,1987-12-06,R2H61987,0.6428571428571429,1.0,1,1,1
25028,16926,58026,josue,davilla,1978-07-19,J2D11978,55637,joseph,dept,1978-09-17,J2D11978,0.8755555555555556,0.4642857142857142,0,0,0
25043,25041,37115,ronald,drew,1964-11-16,R5D61964,37115,rin,drew,1964-11-16,R5D61964,0.6666666666666666,1.0,1,1,1
25095,2007,58059,lavo,perry,1983-05-01,L1P61983,42171,leoplean,price,1983-08-19,L1P61983,0.5833333333333334,0.6,0,0,0
25118,15873,58046,juf,b,1990-12-20,J1B01990,29143,jop,b,1990-09-05,J1B01990,0.5555555555555555,1.0,0,0,0
25139,11346,54122,lrb,cash,1990-04-05,L6C21990,54122,leroy,cash,1990-04-05,L6C21990,0.6888888888888888,1.0,1,1,1
25139,11348,54122,lrb,cash,1990-04-05,L6C21990,54122,leroy,cash,1990-04-05,L6C21990,0.6888888888888888,1.0,1,1,1
25145,24794,58060,terrance,wrrm,1984-04-18,T6W61984,57956,taryn,wrixem,1984-12-12,T6W61984,0.6833333333333332,0.8,0,0,0
25199,18283,58074,dominic,rayoni,1988-03-15,D5R51988,41140,daniel,rmranl,1988-05-08,D5R51988,0.5317460317460317,0.6666666666666666,0,0,0
25200,9081,58075,myquavis,singletary,1994-01-02,M2S51994,53434,mk,smith,1994-04-16,M2S51994,0.5416666666666666,0.6333333333333333,0,0,0
25201,9081,58075,myquavis,snngle,1994-05-02,M2S51994,53434,mk,smith,1994-04-16,M2S51994,0.5416666666666666,0.4555555555555555,0,0,0
25201,25200,58075,myquavis,snngle,1994-05-02,M2S51994,58075,myquavis,singletary,1994-01-02,M2S51994,1.0,0.8,0,1,1
25225,4206,47287,je,jean-francois,1987-10-15,J0J51987,7560,jgoh,jones,1987-04-17,J0J51987,0.5833333333333334,0.4991452991452991,0,0,0
25226,25224,47287,jermaine,jean-francois,1980-10-15,J6J51980,47287,jer,jean-francois,1980-10-15,J6J51980,0.8541666666666666,1.0,1,1,1
25246,12336,58085,then,stinson,1992-03-13,T5S31992,46563,timothy,stevens,1992-07-09,T5S31992,0.4642857142857142,0.7714285714285715,0,0,0
25250,25248,58091,dathmus,lane,1982-01-03,D3L51982,58091,dathmus,lane,1982-01-03,D3L51982,1.0,1.0,1,1,1
25262,2349,38239,lus,stevenson,1956-04-15,L2S31956,6588,lzo,sweetings,1956-08-13,L2S31956,0.5555555555555555,0.75,0,0,0
25269,11681,58103,jose,mi,1991-02-14,J2M01991,54189,jasmine,meu,1991-04-03,J2M01991,0.5952380952380952,0.611111111111111,0,0,0
25273,14935,54379,cor,sohit,1989-08-12,C6S31989,15347,carolyn,sydiso,1989-10-25,C6S31989,0.6984126984126985,0.5777777777777778,0,0,0
25275,928,4411,nafisa,picou,1983-04-18,N1P21983,4411,nafisa,picou,1983-04-18,N1P21983,1.0,1.0,1,1,1
25277,928,4411,nafisa,picou,1983-04-18,N1P21983,4411,nafisa,picou,1983-04-18,N1P21983,1.0,1.0,1,1,1
25277,25275,4411,nafisa,picou,1983-04-18,N1P21983,4411,nafisa,picou,1983-04-18,N1P21983,1.0,1.0,1,1,1
25283,25282,58113,voxakeveia,glenn,1980-09-06,V2G41980,58113,voxakeveia,glenn,1980-09-06,V2G41980,1.0,1.0,1,1,1
25337,25335,58084,natasha,brown,1980-05-24,N3B61980,58084,natasha,brown,1980-05-28,N3B61980,1.0,1.0,0,1,1
25374,17162,58127,andrew,martinez,1989-05-25,A5M61989,55717,amfj,mirw,1989-10-08,A5M61989,0.4722222222222221,0.5972222222222222,0,0,0
25391,25389,58132,fernando,mhrqgnez-sa,1977-05-30,F6M61977,58132,fernando,martinez-salas,1977-05-30,F6M61977,1.0,0.7896103896103897,1,1,1
25396,25395,58120,carlos,rosario,1980-04-10,C6R21980,58120,carlos,rosario,1980-04-10,C6R21980,1.0,1.0,1,1,1
25405,25404,58126,travoy,flores,1980-07-09,T6F41980,58126,travoy,flores,1980-07-09,T6F41980,1.0,1.0,1,1,1
25409,25407,58139,tesheyra,jackson,1988-08-14,T2J21988,58139,tesheyra,jackson,1988-08-14,T2J21988,1.0,1.0,1,1,1
25417,4499,52133,lakeinyas,david,1992-01-17,L2D11992,52133,lakeinyas,david,1992-01-17,L2D11992,1.0,1.0,1,1,1
25426,8464,16814,rafael,torres,1992-04-20,R1T61992,16814,rafael,torres,1992-02-20,R1T61992,1.0,1.0,0,1,1
25450,25449,58147,reginald,lockwood,1969-10-23,R2L21969,58147,reginald,lockwood,1969-11-23,R2L21969,1.0,1.0,0,1,1
25451,25449,58147,reginald,lockwood,1969-11-23,R2L21969,58147,reginald,lockwood,1969-11-23,R2L21969,1.0,1.0,1,1,1
25451,25450,58147,reginald,lockwood,1969-11-23,R2L21969,58147,reginald,lockwood,1969-10-23,R2L21969,1.0,1.0,0,1,1
25452,22400,58121,bernard,bellamy,1994-11-10,B6B41994,57258,britton,blackwood,1994-05-25,B6B41994,0.5238095238095238,0.5873015873015873,0,0,0
25453,22400,58121,bernard,bellamy,1994-12-10,B6B41994,57258,britton,blackwood,1994-05-25,B6B41994,0.5238095238095238,0.5873015873015873,0,0,0
25453,25452,58121,bernard,bellamy,1994-12-10,B6B41994,58121,bernard,bellamy,1994-11-10,B6B41994,1.0,1.0,0,1,1
25454,22400,58121,bernard,bellamy,1994-11-10,B6B41994,57258,britton,blackwood,1994-05-25,B6B41994,0.5238095238095238,0.5873015873015873,0,0,0
25454,25452,58121,bernard,bellamy,1994-11-10,B6B41994,58121,bernard,bellamy,1994-11-10,B6B41994,1.0,1.0,1,1,1
25454,25453,58121,bernard,bellamy,1994-11-10,B6B41994,58121,bernard,bellamy,1994-12-10,B6B41994,1.0,1.0,0,1,1
25465,25464,58125,mitchell,miller,1966-08-19,M3M41966,58125,mutkh,miller,1966-08-19,M3M41966,0.6583333333333333,1.0,1,1,1
25466,25464,58125,mitchell,miller,1966-08-19,M3M41966,58125,mutkh,miller,1966-08-19,M3M41966,0.6583333333333333,1.0,1,1,1
25466,25465,58125,mitchell,miller,1966-08-19,M3M41966,58125,mitchell,miller,1966-08-19,M3M41966,1.0,1.0,1,1,1
25474,6473,58171,trx,jnhw,1989-10-17,T6J51989,52708,tierra,jones,1989-01-09,T6J51989,0.6666666666666666,0.6333333333333333,0,0,0
25474,18150,58171,trx,jnhw,1989-10-17,T6J51989,56052,terry,jnks,1989-02-05,T6J51989,0.6888888888888888,0.6666666666666666,0,0,0
25484,25483,47214,dam,fr,1992-11-25,D5F61992,47214,damian,fernandez,1992-11-25,D5F61992,0.8833333333333334,0.7666666666666667,1,1,1
25488,6168,58153,omar,capci,1993-06-17,O5C11993,52631,ont,cp,1993-06-17,O5C11993,0.5277777777777778,0.82,1,1,0
25496,25495,57618,jamaree,moreland,1995-08-31,J5M61995,57618,jamaree,moreland,1995-08-31,J5M61995,1.0,1.0,1,1,1
25498,25497,58163,francisco,fernandezperez,1953-12-12,F6F61953,58163,francisco,fernandezperez,1953-12-12,F6F61953,1.0,1.0,1,1,1
25510,23757,58172,robert,sheets,1961-08-16,R1S31961,57640,roberta,stealy,1961-01-08,R1S31961,0.9714285714285714,0.5555555555555555,0,0,0
25517,25515,58168,elsie,mg,1992-02-20,E4M21992,58168,elsie,mxi,1992-05-20,E4M21992,1.0,0.611111111111111,0,0,1
25520,25519,58162,elizabeth,mahoney,1982-05-30,E4M51982,58162,elizabeth,mahoney,1982-04-30,E4M51982,1.0,1.0,0,1,1
25527,17432,58175,jt,shirey,1988-04-02,J3S61988,55818,jd,ser,1988-08-16,J3S61988,0.6666666666666666,0.6666666666666666,0,0,0
25532,25530,58154,carla,myers,1963-12-14,C6M61963,58154,carla,myers,1963-12-24,C6M61963,1.0,1.0,0,1,1
25576,14870,4619,kh,sbroe,1989-11-30,K0S11989,55058,ks,sp,1989-05-07,K0S11989,0.6666666666666666,0.5666666666666667,0,0,0
25580,25578,58182,jamal,hanna,1986-01-17,J5H51986,58182,jamal,hanna,1986-01-17,J5H51986,1.0,1.0,1,1,1
25594,2461,58203,vsitigk,adderley,1984-05-13,V2A31984,51558,vyj,adg,1984-01-08,V2A31984,0.4920634920634921,0.6388888888888888,0,0,0
25601,25600,58179,jonathon,wgnu,1989-05-26,J5W21989,58179,jonathon,wcnt,1989-04-26,J5W21989,1.0,0.6666666666666666,0,0,1
25641,21249,58178,keandra,seay,1993-04-07,K5S01993,52153,kenneth,sa,1993-02-11,K5S01993,0.6190476190476191,0.8500000000000001,0,0,0
25641,21251,58178,keandra,seay,1993-04-07,K5S01993,52153,kenneth,sk,1993-02-11,K5S01993,0.6190476190476191,0.5833333333333334,0,0,0
25670,25669,58205,vincent,defazio,1955-01-12,V5D11955,58205,vvm,dpwu,1955-01-12,V5D11955,0.4920634920634921,0.4642857142857142,1,0,1
25700,1008,58210,c,sabino,1991-04-22,C0S11991,51099,c,spr,1991-07-16,C0S11991,1.0,0.5,0,0,0
25757,25755,58227,dean,serfis,1959-05-27,D5S61959,58227,dean,serfis,1959-03-23,D5S61959,1.0,1.0,0,1,1
25765,19158,58232,anthony,latimore,1988-04-26,A5L31988,56332,antonio,lytle,1988-07-28,A5L31988,0.8666666666666668,0.6583333333333333,0,0,0
25766,12250,58232,anthony,laggowr,1988-04-26,A5L21988,54330,antonio,lightbourn,1988-07-19,A5L21988,0.8666666666666668,0.6571428571428571,0,0,0
25768,25767,58235,desmond,rolle,1979-03-04,D2R41979,58235,desmond,rolle,1979-03-01,D2R41979,1.0,1.0,0,1,1
25779,6202,58242,raheem,smith,1995-06-28,R5S51995,52617,romaine,smith,1995-01-17,R5S51995,0.6428571428571429,1.0,0,0,0
25789,25788,58236,leontae,williams,1994-11-01,L5W41994,58236,leontae,williams,1994-11-05,L5W41994,1.0,1.0,0,1,1
25790,25788,58236,leontae,williams,1994-11-01,L5W41994,58236,leontae,williams,1994-11-05,L5W41994,1.0,1.0,0,1,1
25790,25789,58236,leontae,williams,1994-11-01,L5W41994,58236,leontae,williams,1994-11-01,L5W41994,1.0,1.0,1,1,1
25805,25803,58239,bernard,miller,1989-12-13,B6M41989,58239,bernard,miller,1989-12-13,B6M41989,1.0,1.0,1,1,1
25841,25840,12038,kevin,banning,1968-01-12,K1B51968,12038,kevin,banning,1968-01-12,K1B51968,1.0,1.0,1,1,1
25851,15413,34006,l,ga,1992-08-18,L0G01992,55195,li,g,1992-02-19,L0G01992,0.8500000000000001,0.8500000000000001,0,0,0
25853,25852,34006,jessica,garciamarino,1992-08-10,J2G61992,34006,jessica,garciamarino,1992-08-18,J2G61992,1.0,1.0,0,1,1
25862,10871,58264,jo,hepburn,1947-06-27,J0H11947,39369,j,hope,1947-01-19,J0H11947,0.8500000000000001,0.6150793650793651,0,0,0
25865,2622,35545,curtis,june,1954-08-26,C6J51954,51603,christopher,johnston,1954-03-02,C6J51954,0.695959595959596,0.5833333333333334,0,0,0
25867,10530,45913,rgc,hughes,1977-01-15,R2H21977,53888,rg,hayas,1977-10-31,R2H21977,0.9111111111111112,0.5777777777777778,0,0,0
25887,9085,7109,brandon,barther,1982-09-23,B6B61982,27923,brandon,burwell,1982-08-20,B6B61982,1.0,0.6190476190476191,0,0,0
25889,9085,7109,brandon,barther,1982-09-28,B6B61982,27923,brandon,burwell,1982-08-20,B6B61982,1.0,0.6190476190476191,0,0,0
25889,25887,7109,brandon,barther,1982-09-28,B6B61982,7109,brandon,barther,1982-09-23,B6B61982,1.0,1.0,0,1,1
25922,25921,58275,jennie,mcfadden,1952-06-13,J5M21952,58275,jennie,mcnzda,1952-02-13,J5M21952,1.0,0.6388888888888888,0,0,1
25927,25926,58278,adriel,ovadia,1992-12-28,A3O11992,58278,adriel,ovadia,1992-12-28,A3O11992,1.0,1.0,1,1,1
25940,25938,58254,tiffany,torres,1982-05-12,T1T61982,58254,tiffany,torres,1982-05-12,T1T61982,1.0,1.0,1,1,1
25985,25983,58298,gwendolyn,way,1962-04-25,G5W01962,58298,gwendolyn,way,1962-04-25,G5W01962,1.0,1.0,1,1,1
25986,19764,56497,mico,bs,1977-12-25,M2B21977,56497,michelle,baker,1977-12-26,M2B21977,0.7958333333333334,0.5666666666666667,0,0,1
25987,21706,56497,mi,baker,1977-12-26,M0B21977,57038,mi,bosi-godomar,1977-11-06,M0B21977,1.0,0.4277777777777777,0,0,0
25988,19764,56497,michelle,baker,1977-12-26,M2B21977,56497,michelle,baker,1977-12-26,M2B21977,1.0,1.0,1,1,1
25988,25986,56497,michelle,baker,1977-12-26,M2B21977,56497,mico,bs,1977-12-25,M2B21977,0.7958333333333334,0.5666666666666667,0,0,1
26014,26013,48566,damian,francis,1983-01-03,D5F61983,48566,damian,francis,1983-01-03,D5F61983,1.0,1.0,1,1,1
26024,26022,58304,john,paniccia,1983-05-13,J5P51983,58304,john,paniccia,1983-05-13,J5P51983,1.0,1.0,1,1,1
26051,20599,58325,s,jimison,1981-08-05,S0J51981,56713,shie,johnson,1981-01-12,S0J51981,0.775,0.7428571428571429,0,0,0
26055,14233,58319,jr,rs,1990-07-16,J6R21990,30033,jerome,russell,1990-01-24,J6R21990,0.7999999999999999,0.7857142857142857,0,0,0
26069,26067,58317,rbbsc,miller,1966-06-03,R1M41966,58317,robert,miller,1966-06-13,R1M41966,0.5777777777777778,1.0,0,0,1
26099,26097,58332,josg,humlick,1962-09-17,J2H51962,58332,joseph,humlick,1962-09-17,J2H51962,0.825,1.0,1,1,1
26109,112,58318,carson,seavey,1991-04-21,C6S11991,50863,charles,sf,1991-04-18,C6S11991,0.6428571428571429,0.5555555555555555,0,0,0
26109,11974,58318,carson,seavey,1991-04-21,C6S11991,54291,christopher,skwv,1991-12-29,C6S11991,0.6767676767676768,0.611111111111111,0,0,0
26110,112,58318,carson,seavey,1991-09-21,C6S11991,50863,charles,sf,1991-04-18,C6S11991,0.6428571428571429,0.5555555555555555,0,0,0
26110,11974,58318,carson,seavey,1991-09-21,C6S11991,54291,christopher,skwv,1991-12-29,C6S11991,0.6767676767676768,0.611111111111111,0,0,0
26110,26109,58318,carson,seavey,1991-09-21,C6S11991,58318,carson,seavey,1991-04-21,C6S11991,1.0,1.0,0,1,1
26111,1008,58318,c,seavey,1991-04-21,C0S11991,51099,c,spr,1991-07-16,C0S11991,1.0,0.5,0,0,0
26111,25700,58318,c,seavey,1991-04-21,C0S11991,58210,c,sabino,1991-04-22,C0S11991,1.0,0.5555555555555555,0,0,0
26114,26112,58339,alan,bridges,1965-08-30,A4B61965,58339,alan,bridges,1965-08-30,A4B61965,1.0,1.0,1,1,1
26123,8935,53411,justin,terri,1985-07-31,J2T61985,53411,justin,terri,1985-07-31,J2T61985,1.0,1.0,1,1,1
26126,6949,52854,maurib,molina,1983-01-03,M6M41983,52854,mauricio,molina,1983-01-03,M6M41983,0.8916666666666667,1.0,1,1,1
26131,26130,58328,brandon,marshall,1989-04-10,B6M61989,58328,brandon,marshall,1989-08-10,B6M61989,1.0,1.0,0,1,1
26132,26130,58328,brandon,marshall,1989-04-10,B6M61989,58328,brandon,marshall,1989-08-10,B6M61989,1.0,1.0,0,1,1
26132,26131,58328,brandon,marshall,1989-04-10,B6M61989,58328,brandon,marshall,1989-04-10,B6M61989,1.0,1.0,1,1,1
26150,26148,58346,amos,robertshudson,1986-07-17,A5R11986,58346,amos,robertshudson,1986-04-17,A5R11986,1.0,1.0,0,1,1
26183,5114,58369,clifford,smith,1972-10-24,C4S51972,52339,claesgens,sean,1972-08-02,C4S51972,0.4907407407407407,0.4833333333333333,0,0,0
26197,17694,58372,charmaine,rimkhtjaw,1964-04-16,C6R51964,55870,charmaine,ramkhelawan,1964-04-14,C6R51964,1.0,0.7636363636363637,0,0,0
26197,17696,58372,charmaine,rimkhtjaw,1964-04-16,C6R51964,55870,charmaine,ramkhelawan,1964-04-16,C6R51964,1.0,0.7636363636363637,1,1,0
26201,26200,52570,s,peeples,1969-06-29,S0P11969,52570,sh,peeples,1969-06-29,S0P11969,0.8500000000000001,1.0,1,1,1
26224,25583,57329,marquis,l,1982-09-21,M6L01982,5745,marce,lh,1982-09-25,M6L01982,0.6761904761904761,0.8500000000000001,0,0,0
26234,26232,30000,tommy,binion,1968-07-23,T5B51968,30000,tommy,binion,1968-07-23,T5B51968,1.0,1.0,1,1,1
26235,13529,54690,asmwz,davis,1995-03-16,A2D11995,54690,ak,davis,1995-03-06,A2D11995,0.5666666666666667,1.0,0,0,1
26237,26236,54690,antwan,davis,1995-03-12,A5D11995,54690,antwan,davis,1995-03-19,A5D11995,1.0,1.0,0,1,1
26267,26266,58361,kara,quick,1984-05-23,K6Q21984,58361,kara,quick,1984-09-23,K6Q21984,1.0,1.0,0,1,1
26268,20893,58364,kenneth,tommie,1967-01-25,K5T51967,56817,kenton,thomas,1967-07-07,K5T51967,0.8477777777777777,0.6666666666666666,0,0,0
26269,20893,58364,kenneth,tommie,1967-01-25,K5T51967,56817,kenton,thomas,1967-07-07,K5T51967,0.8477777777777777,0.6666666666666666,0,0,0
26269,26268,58364,kenneth,tommie,1967-01-25,K5T51967,58364,kenneth,tommie,1967-01-25,K5T51967,1.0,1.0,1,1,1
26278,11322,58403,cale,parrish,1992-01-27,C4P61992,32226,calvin,parker,1992-05-17,C4P61992,0.825,0.8222222222222222,0,0,0
26278,11323,58403,cale,parrish,1992-01-27,C4P61992,32226,calvin,parker,1992-03-17,C4P61992,0.825,0.8222222222222222,0,0,0
26302,26301,58397,ty-shawn,smith,1985-12-31,T2S51985,58397,ty-shawn,smith,1985-12-31,T2S51985,1.0,1.0,1,1,1
26313,21114,51670,fidel,salnave,1978-07-04,F3S41978,51670,fidel,salnave,1978-07-04,F3S41978,1.0,1.0,1,1,1
26313,21115,51670,fidel,salnave,1978-07-04,F3S41978,51670,fidel,salnave,1978-07-04,F3S41978,1.0,1.0,1,1,1
26318,26316,58389,steve,stanley,1964-03-18,S3S31964,58389,steve,stanley,1964-03-18,S3S31964,1.0,1.0,1,1,1
26342,24411,2105,alexander,rv,1989-03-28,A4R11989,57859,alfonso,riverapozsqu,1989-02-10,A4R11989,0.5873015873015873,0.7500000000000001,0,0,0
26342,24412,2105,alexander,rv,1989-03-28,A4R11989,57859,alfonso,rivera-vasquez,1989-02-10,A4R11989,0.5873015873015873,0.7428571428571429,0,0,0
26344,1536,58408,ronald,rastov,1958-05-31,R5R21958,51268,rmb,rqkrii,1958-08-17,R5R21958,0.5,0.4444444444444444,0,0,0
26347,20102,57621,amg,crespo,1980-07-23,A5C61980,56593,anthony,cirrincione,1980-02-01,A5C61980,0.4920634920634921,0.5909090909090909,0,0,0
26350,20228,56621,ric,d,1993-08-14,R2D01993,56621,richard,dd,1993-08-14,R2D01993,0.8666666666666668,0.8500000000000001,1,1,1
26362,900,52569,dxic,lewis,1990-08-16,D2L21990,5748,dcnz,lqb,1990-07-30,D2L21990,0.5,0.5111111111111111,0,0,0
26365,26364,48838,nadia,grant,1989-02-01,N3G61989,48838,nadia,grant,1989-02-01,N3G61989,1.0,1.0,1,1,1
26369,23451,58385,justin,bsrt,1990-09-11,J2B21990,57574,justin,bkcns,1990-10-30,J2B21990,1.0,0.4833333333333333,0,0,0
26371,26370,58388,martez,cooper,1995-05-13,M6C11995,58388,martez,cooper,1995-05-13,M6C11995,1.0,1.0,1,1,1
26372,26370,58388,martez,cooper,1995-05-13,M6C11995,58388,martez,cooper,1995-05-13,M6C11995,1.0,1.0,1,1,1
26372,26371,58388,martez,cooper,1995-05-13,M6C11995,58388,martez,cooper,1995-05-13,M6C11995,1.0,1.0,1,1,1
26386,10297,58413,v,ui,1988-11-15,V0U01988,53839,v,u,1988-06-29,V0U01988,1.0,0.8500000000000001,0,1,0
26396,26394,58410,zulimay,lizcano,1972-02-27,Z4L21972,58410,zulimay,lizcano,1972-02-27,Z4L21972,1.0,1.0,1,1,1
26405,26404,58414,addlin,etienne,1984-07-26,A3E31984,58414,addlin,etienne,1984-09-26,A3E31984,1.0,1.0,0,1,1
26414,26412,58417,christopher,lanclg,1985-10-02,C6L51985,58417,christopher,landsgard,1985-10-02,C6L51985,1.0,0.7925925925925926,1,1,1
26425,24945,50808,cawdvn,james,1977-09-28,C3J51977,58021,cdiql,jones,1977-12-20,C3J51977,0.5777777777777778,0.76,0,0,0
26426,26424,50808,tawanna,james,1977-09-28,T5J51977,50808,tyyanu,james,1977-09-28,T5J51977,0.6428571428571429,1.0,1,1,1
26453,26452,58437,v,quinones,1975-07-30,V0Q51975,58437,via,quinones,1975-09-30,V0Q51975,0.7999999999999999,1.0,0,1,1
